Id,SalePrice
2130,137980
2131,135210
2132,118870
2133,122960
2134,116590
2135,96340
2136,76740
2137,114150
2138,136640
2139,151530
2140,139230
2141,139420
2142,131000
2143,141490
2144,117550
2145,137230
2146,153450
2147,148390
2148,131830
2149,143900
2150,226850
2151,106780
2152,172990
2153,167670
2154,109440
2155,140210
2156,285450
2157,230620
2158,234730
2159,207960
2160,170470
2161,236930
2162,337920
2163,341190
2164,234830
2165,198220
2166,148350
2167,213030
2168,205320
2169,194900
2170,222690
2171,146980
2172,132320
2173,162280
2174,233890
2175,277170
2176,315620
2177,244090
2178,205140
2179,143160
2180,218380
2181,188890
2182,232400
2183,197380
2184,127010
2185,122310
2186,141740
2187,153630
2188,154450
2189,209430
2190,82950
2191,84120
2192,92590
2193,104300
2194,103160
2195,113400
2196,102390
2197,117260
2198,157100
2199,167270
2200,143820
2201,142890
2202,191230
2203,143640
2204,188860
2205,121860
2206,141900
2207,199160
2208,241460
2209,224620
2210,116980
2211,111960
2212,115970
2213,110750
2214,129090
2215,106200
2216,144150
2217,62280
2218,61930
2219,56720
2220,55760
2221,338050
2222,281240
2223,271730
2224,199430
2225,114740
2226,176900
2227,198730
2228,280350
2229,261160
2230,157060
2231,214030
2232,185270
2233,182110
2234,232070
2235,237970
2236,285330
2237,352250
2238,192460
2239,106710
2240,158090
2241,161140
2242,132020
2243,124250
2244,102780
2245,95290
2246,146250
2247,105350
2248,127120
2249,127100
2250,137390
2251,94000
2252,163260
2253,154370
2254,174990
2255,185310
2256,182090
2257,204270
2258,165660
2259,177440
2260,149090
2261,178550
2262,208770
2263,362700
2264,446310
2265,169680
2266,284530
2267,405600
2268,391610
2269,146260
2270,186980
2271,221600
2272,203770
2273,170090
2274,180910
2275,159240
2276,191780
2277,182110
2278,147000
2279,131070
2280,120870
2281,170230
2282,185570
2283,102860
2284,112920
2285,137850
2286,126110
2287,354220
2288,280200
2289,421110
2290,480040
2291,331830
2292,438640
2293,493270
2294,427320
2295,449520
2296,291120
2297,326410
2298,310030
2299,404940
2300,343170
2301,280140
2302,248100
2303,247380
2304,245250
2305,196530
2306,195370
2307,197290
2308,224130
2309,268050
2310,208740
2311,193490
2312,177940
2313,176990
2314,171600
2315,177300
2316,185430
2317,187120
2318,178950
2319,179030
2320,186910
2321,232670
2322,174210
2323,179080
2324,169000
2325,214450
2326,168160
2327,208860
2328,225970
2329,187220
2330,178880
2331,360280
2332,396530
2333,321450
2334,261960
2335,262080
2336,329470
2337,204140
2338,270030
2339,219170
2340,342950
2341,217100
2342,228700
2343,224850
2344,219410
2345,235390
2346,213740
2347,199600
2348,236390
2349,185030
2350,287930
2351,261240
2352,256070
2353,256350
2354,137800
2355,145280
2356,155530
2357,197240
2358,201820
2359,131220
2360,115790
2361,140810
2362,286270
2363,143140
2364,148910
2365,217840
2366,183310
2367,225050
2368,212670
2369,223660
2370,168910
2371,171890
2372,192810
2373,273230
2374,306790
2375,251100
2376,315550
2377,392700
2378,146810
2379,195980
2380,150370
2381,168740
2382,196600
2383,201870
2384,240170
2385,161310
2386,140060
2387,139090
2388,95580
2389,127730
2390,143680
2391,142570
2392,117050
2393,157600
2394,145390
2395,194180
2396,145380
2397,215000
2398,130650
2399,55320
2400,54210
2401,108920
2402,139300
2403,134600
2404,150670
2405,159510
2406,141460
2407,129030
2408,146360
2409,129100
2410,162250
2411,120670
2412,158210
2413,131210
2414,141040
2415,126760
2416,127670
2417,130810
2418,129550
2419,128510
2420,125220
2421,150450
2422,108750
2423,120910
2424,149020
2425,216400
2426,126160
2427,135740
2428,162320
2429,116280
2430,130310
2431,104390
2432,144180
2433,145540
2434,137240
2435,150040
2436,106300
2437,110370
2438,129470
2439,109970
2440,123030
2441,94740
2442,99330
2443,119350
2444,130820
2445,84560
2446,127880
2447,171400
2448,134740
2449,107440
2450,147900
2451,130040
2452,198770
2453,94800
2454,113820
2455,114560
2456,134540
2457,124910
2458,120770
2459,114700
2460,134820
2461,120970
2462,136520
2463,125430
2464,167910
2465,140920
2466,116310
2467,131700
2468,77690
2469,77030
2470,180900
2471,206240
2472,155640
2473,114030
2474,73750
2475,205960
2476,122610
2477,128980
2478,150300
2479,102130
2480,144870
2481,121230
2482,125580
2483,113860
2484,120840
2485,124130
2486,156100
2487,161810
2488,143780
2489,146530
2490,149320
2491,88170
2492,191000
2493,144200
2494,145790
2495,88540
2496,257670
2497,154980
2498,110600
2499,87680
2500,130120
2501,141140
2502,151430
2503,98960
2504,179640
2505,219930
2506,248040
2507,266060
2508,246920
2509,220380
2510,221580
2511,178720
2512,209470
2513,215950
2514,241120
2515,149140
2516,169030
2517,139800
2518,145340
2519,225220
2520,203750
2521,187580
2522,219570
2523,123910
2524,138150
2525,147110
2526,142710
2527,116840
2528,130990
2529,141480
2530,122820
2531,258680
2532,226520
2533,197830
2534,226730
2535,302390
2536,229910
2537,219330
2538,181650
2539,184560
2540,179690
2541,179120
2542,168630
2543,127880
2544,126400
2545,138670
2546,133740
2547,137170
2548,142130
2549,155140
2550,209760
2551,140150
2552,128400
2553,80070
2554,106280
2555,115190
2556,102270
2557,110970
2558,152800
2559,139560
2560,145860
2561,131690
2562,134910
2563,154210
2564,197720
2565,128730
2566,176480
2567,137010
2568,192870
2569,197000
2570,115890
2571,196130
2572,143500
2573,214320
2574,249310
2575,133680
2576,122840
2577,159750
2578,84380
2579,62810
2580,103400
2581,99280
2582,98880
2583,285110
2584,166030
2585,186290
2586,210900
2587,180240
2588,136180
2589,145580
2590,211450
2591,224220
2592,229300
2593,254920
2594,176090
2595,197050
2596,324070
2597,188730
2598,290970
2599,280110
2600,144150
2601,141560
2602,83700
2603,93930
2604,88840
2605,79140
2606,147970
2607,192590
2608,196010
2609,161500
2610,111280
2611,115800
2612,151810
2613,132440
2614,129180
2615,148340
2616,139430
2617,171330
2618,175290
2619,176670
2620,185080
2621,178600
2622,184320
2623,245680
2624,301400
2625,319060
2626,171600
2627,162840
2628,469610
2629,533210
2630,340230
2631,436260
2632,431110
2633,304400
2634,409830
2635,160590
2636,180150
2637,173470
2638,261630
2639,194950
2640,155830
2641,106210
2642,190650
2643,99980
2644,129170
2645,102940
2646,95260
2647,100870
2648,140420
2649,139510
2650,133200
2651,139960
2652,432710
2653,245480
2654,273530
2655,400770
2656,295050
2657,346070
2658,305090
2659,307150
2660,353900
2661,336230
2662,352930
2663,281460
2664,259030
2665,312510
2666,275730
2667,170710
2668,177860
2669,181640
2670,265640
2671,181070
2672,188750
2673,204150
2674,199520
2675,169600
2676,185250
2677,192760
2678,252140
2679,268980
2680,276830
2681,409050
2682,328110
2683,553470
2684,313000
2685,336410
2686,253670
2687,317340
2688,216980
2689,200280
2690,448020
2691,196620
2692,140150
2693,193240
2694,136550
2695,194250
2696,183980
2697,189070
2698,194050
2699,179280
2700,163790
2701,155070
2702,112790
2703,118870
2704,141170
2705,120820
2706,118310
2707,126750
2708,133480
2709,107210
2710,125250
2711,320010
2712,390720
2713,169560
2714,153090
2715,171540
2716,143480
2717,174970
2718,228300
2719,157950
2720,167340
2721,140530
2722,161160
2723,136500
2724,132360
2725,135710
2726,148240
2727,170780
2728,166970
2729,142610
2730,145370
2731,120680
2732,129200
2733,161160
2734,145830
2735,135930
2736,143680
2737,126290
2738,129620
2739,162610
2740,135670
2741,146220
2742,148800
2743,151680
2744,156610
2745,135860
2746,139240
2747,138770
2748,118510
2749,129660
2750,134050
2751,132010
2752,179990
2753,151310
2754,189910
2755,129950
2756,88670
2757,61630
2758,80190
2759,151740
2760,119490
2761,148260
2762,146030
2763,175960
2764,135200
2765,257880
2766,142500
2767,87750
2768,129090
2769,132230
2770,139420
2771,113790
2772,116690
2773,157590
2774,137310
2775,118750
2776,138280
2777,146520
2778,92960
2779,124340
2780,98770
2781,97080
2782,95430
2783,109540
2784,126350
2785,135450
2786,65470
2787,121340
2788,72320
2789,153600
2790,92360
2791,117120
2792,51140
2793,171140
2794,102480
2795,123610
2796,95700
2797,187070
2798,106360
2799,121890
2800,64260
2801,112340
2802,128830
2803,145520
2804,122610
2805,100040
2806,85170
2807,148870
2808,149260
2809,136950
2810,132600
2811,154660
2812,149460
2813,146830
2814,150570
2815,91510
2816,261400
2817,151020
2818,127870
2819,158640
2820,140510
2821,107610
2822,199510
2823,286630
2824,177560
2825,140100
2826,133270
2827,136640
2828,225740
2829,206390
2830,222850
2831,172010
2832,253040
2833,288040
2834,216360
2835,223000
2836,188490
2837,150220
2838,149950
2839,177650
2840,189490
2841,205760
2842,229030
2843,154730
2844,164480
2845,124310
2846,212180
2847,194440
2848,208930
2849,205170
2850,267850
2851,224580
2852,229780
2853,236640
2854,143750
2855,201390
2856,202670
2857,186590
2858,199000
2859,126040
2860,123290
2861,125640
2862,182620
2863,121370
2864,231850
2865,141450
2866,133100
2867,91730
2868,97350
2869,115900
2870,125690
2871,89610
2872,47490
2873,104250
2874,142150
2875,124190
2876,161550
2877,142130
2878,162700
2879,142970
2880,110960
2881,149850
2882,179270
2883,189110
2884,190840
2885,189800
2886,228260
2887,94760
2888,135630
2889,57160
2890,74990
2891,140350
2892,38580
2893,75240
2894,43630
2895,341120
2896,288610
2897,191660
2898,140420
2899,201800
2900,159770
2901,205170
2902,194310
2903,355360
2904,354390
2905,82770
2906,197210
2907,107470
2908,134670
2909,143230
2910,80290
2911,80600
2912,143160
2913,85040
2914,78600
2915,83590
2916,84090
2917,151210
2918,117250
2919,200470
